title,level1,level2,level3,description
"KABUKI Sesame, 270ml",Fruits & vegetables,Salad,Salat dressings,"In Japan, the salad is regularly served with a dressing from sesame. This sauce is delicately nutty, mild, and multi-sided.

It goes perfect with all the seasonal Leaf salads and particularly good with raw vegetable salads, grilled vegetables, chicken breast, dim sum or as a marinade."
"Bio Balsamico Dressing, 330ml",Fruits & vegetables,Salad,Salat dressings,"Luchs & Hase's Balsamico salad sauce is made from olive oil, red wine vinegar, balsamic vinegar and other healthy, spicy and aromatic ingredients."
"KABUKI Mango, 270ml",Fruits & vegetables,Salad,Salat dressings,"The thick fruity aroma of the sweet mango, a touch of ginger, and a shot of lemony Szechuan pepper, also called the Japanese pepper: that's everything you need to prepare the fresh dressing with a slightly sharp note."
"Bio huusgmacht Italian, 500ml",Fruits & vegetables,Salad,Salat dressings,"Italian joie de vivre in the 500 ml bottle - and only in organic quality. Aceto Balsamico, parsley, basil and Co.: Best ingredients from the Italian cuisine unfold their flavors in this dressing and put you in a vacation mood. Take delicacies from nature, refine them with the dressing and you're done. La dolce vitÃ : The Italians know how to make life easy for themselves."
"French Dressing, 60ml",Fruits & vegetables,Salad,Salat dressings,French dressing from St. Jakob Foundation.
"Bio huusgmacht yoghurt-herbs, 500ml",Fruits & vegetables,Salad,Salat dressings,"The mixture of yoghurt, herbs from organic production and other fine ingredients delight the palate again and again. Cucumbers, lettuce, tomatoes, beetroot, potatoes, peppers, croissants, shrimps and much more: they all melt together with the huusgmacht BIO yoghurt herb dressing in seconds to form a tasty meal. You'll be happy to turn a blind eye when gourmets top the dressing with bread."
"French balsamic dressing, 500ml",Fruits & vegetables,Salad,Salat dressings,"This French balsamic dressing from BioLand adds a gourmet touch to any salad. Spicy and mild at the same time, it is made of fine organic ingredients. Prepared with passion, love and care - because only the best is good enough for the MÃ¼ller family farm shop in Steinmaur. The dressing is very fresh: it must be refrigerated and can be kept for around 10 days."
"Bio huusgmacht French, 500ml",Fruits & vegetables,Salad,Salat dressings,"Fresh salad or crunchy vegetables dressed with the French huusgmacht BIO dressing - and the culinary happiness is perfect. The healthy meal is prepared in no time and the dressing tastes like homemade. Herbs from organic production give the dressing the spicy scent of Provence and high-quality mustard provides the cheeky pinch of spiciness - oh la la, c'est magnifique. Prepare, dress, enjoy. Et voilÃ ."
"KABUKI Cherry Umeshu, 270ml",Fruits & vegetables,Salad,Salat dressings,"The fruity sour cherry, plus sweet Umeshu plum wine and a hint of chili: this dressing combines two typical Japanese specialties into an experience for all the senses."
"KABUKI Black Sesam, 270ml",Fruits & vegetables,Salad,Salat dressings,"In Japan, the salad is regularly served with a dressing from black sesam from akari taste. This sauce is delicately nutty, mild, and multi-sided.

It goes perfect with all the seasonal Leaf salads and particularly good with raw vegetable salads, grilled vegetables, chicken breast, dim sum or as a marinade."
"KABUKI Sweet Onion, 270ml",Fruits & vegetables,Salad,Salat dressings,"Thanks to long and caring cooking, the onions are mild and sweet. No wonder the tamanegi-sosu, the sauce with onions, is so loved!"
"KABUKI Yuzu Ginger, 270ml",Fruits & vegetables,Salad,Salat dressings,"This dressing combines fresh aromatic Japanese lemon (Yuzu) and spicy-sharp ginger to guide you to discover the truly authentic taste. It owes its creamy consistency to mayo, an indispensable ingredient for Japanese - we use the vegan variety."
"Italian Dressing, 60ml",Fruits & vegetables,Salad,Salat dressings,Italian Dressing from St. Jakob Foundation.
"Strawberry Vinaigrette homemade, 2.5dl",Fruits & vegetables,Salad,Salat dressings,"For those who have not yet had enough of the sweet fruits, the fine strawberry vinaigrette from the Spargelhof in Rafz: fresh from the farm, homemade and a great variety for every salad dish."
"KABUKI Sesame Wasabi, 270ml",Fruits & vegetables,Salad,Salat dressings,"Wasabi has power! When combined with sesame, Japanese horseradish gives a tingling taste: gently nutty and balanced hot."
"Balsamico dressing, light, 500ml",Fruits & vegetables,Salad,Salat dressings,"This light balsamic dressing from BioLand adds a gourmet touch to any salad. Spicy and mild at the same time, it is made of fine organic ingredients. Prepared with passion, love and care - because only the best is good enough for the MÃ¼ller family farm shop in Steinmaur. The dressing is very fresh: it must be refrigerated and can be kept for around 10 days."
"KABUKI Mild Chili, 270ml",Fruits & vegetables,Salad,Salat dressings,"The steamed sweet pepperonis are the base for this dressing. Slightly hot and mild at the same time - this is an exact right dosage of chili power.

It goes well with cucumber salad, coleslaw, pasta or glass noodle salad, grilled chicken, or a vegetable dip."
"Balsamico dressing, dark, 500ml",Fruits & vegetables,Salad,Salat dressings,"This dark balsamic dressing from BioLand adds a gourmet touch to any salad. Spicy and mild at the same time, it is made of fine organic ingredients. Prepared with passion, love and care - because only the best is good enough for the MÃ¼ller family farm shop in Steinmaur. The dressing is very fresh: it must be refrigerated and can be kept for around 10 days."
Organic Packhams Pears,Fruits & vegetables,Fruits,Apples & pears,Crispy fresh or really juicy: Organic Pears Packam's adapt to the wishes of their consumers. Simply leave them to mature - or consume immediately.
Apples Diwa Small,Fruits & vegetables,Fruits,Apples & pears,"The Swiss Diwa, also called Milwa, is a delicious breeding of the varieties Idared, Maigold and Elstar - a heavenly winter apple with juicy, aromatic flavor."
Cooking Bananas,Fruits & vegetables,Fruits,Bananas,"Indulge in Giovanelli's premium cooking bananas from Farmy! Grown with passion and expertise, these versatile treasures add a tropical touch to your culinary adventures. Elevate your dishes with the finest quality, exclusively brought to you by Giovanelli and available at Farmy."
"Bio Carrots, washed, 500g",Fruits & vegetables,Root vegetables,Carrots & peas,"Carrots for the boy... and for all. Carrots are healthy and fine, and the medium-sized carrots from the BioLand are crisp and fresh. The Bio-Knospe vouches for it. The fact that the consumption of carrots improves eyesight, incidentally, is a myth - but the high vitamin A content is proven."
"Bio Radishes, bunch",Fruits & vegetables,Root vegetables,Carrots & peas,"What's small, sharp and round? A radish. This spicy root is a favourite in salad dishes. Incidentally, its name is also root-related - it comes from the Latin word radix, which means a root. Our tip - these little roots keep longer in the fridge in a little water. In any case, it's better to enjoy them right away, fresh from the Zurich Steinmaur farm, for example. Naturally organic certified."
Beetroot red,Fruits & vegetables,Root vegetables,Carrots & peas,"Beetroot salad, beetroot soup or beetroot schnitzel. Raw and cooked, beetroot tastes great in many variations and also has a beautiful colour."
"Carrots, washed",Fruits & vegetables,Root vegetables,Carrots & peas,"The idea that enjoying carrots will improve your eyesight is a myth, by the way - however the high vitamin A content is proven."
Bio Carrot Mix 4 colors,Fruits & vegetables,Root vegetables,Carrots & peas,"The Palatine carrot mix is a must in every carrot dish! This rustic carrot stands out not only because of its colour but also its strength and especially its sweet, fruity taste. As a plant it is as adaptable as it is fruitful, and optically it gives a delicious dash of colour."
"Beetroots cooked Culinarium, ca. 650-750g",Fruits & vegetables,Root vegetables,Carrots & peas,A red risotto or a pink omelette? Beetroot makes it possible. Beets are an important source of iron and therefore a popular vegetable among vegetarians - but even carnivores would do well to treat themselves to this pink root every now and then!
"Parsnips, washed",Fruits & vegetables,Root vegetables,Carrots & peas,"The parsnip is back on our menu. The unique sweetness of this tasty white root is a great addition to many dishes - fried, boiled, as a creamy soup or as an accompanying purÃ©e. Even Swiss babies swear by parsnip mash!"
Bio Celeriac,Fruits & vegetables,Root vegetables,Carrots & peas,"Far from a boring tuber! Celeriac is spicy, crunchy and versatile. For example, as celery Schnitzel: coat a slice of celeriac in batter made from egg, breadcrumbs and Parmesan, roast, and it's ready. And this tuber from Steinmaur tastes even better because it was sown, pulled and harvested according to BioSuisse guidelines."
"Radish violett, bunch",Fruits & vegetables,Root vegetables,Carrots & peas,"Purple and spicy: the Radishes violet in the bunch from Walter KÃ¤ppeli come fresh from the Aargau, more precisely from Oberlunkhofen."
Bio Palatine carrots yellow,Fruits & vegetables,Root vegetables,Carrots & peas,"The yellow Palatine carrot is a must in every carrot dish! This rustic carrot stands out not only because of its colour but also its strength and especially its sweet, fruity taste. As a plant it is as adaptable as it is fruitful, and optically it gives a delicious dash of colour."
Bio White Satin carrots,Fruits & vegetables,Root vegetables,Carrots & peas,"The yellow Palatine carrot is a must on every carrot dish! This rustic carrot stands out not only because of its colour but also its firmness and especially its sweet, fruity taste. As a plant, it is as adaptable as it is productive, and optically it adds a delicious dash of colour."
Radish white,Fruits & vegetables,Root vegetables,Carrots & peas,"An average radish delivers your daily requirement of vitamin C - and provides many other vitamins and minerals. Its also has an antibiotic and anti-fungal effect. It also tastes great, as not only the fans of this spicy root know."
"Bio Leek, green",Fruits & vegetables,Root vegetables,Carrots & peas,"There are almost always fresh leeks, because they thrive in almost every season. Only from the colour can you recognise when it was harvested. Summer leek is lighter than the dark winter leeks. Always healthy and flavourful, this variety is especially so. They are grown by the organic farmers Biomeier at Full AG, the organic vegetable farmers with passion, and are Bio Bud certfied."
Organich Leaf Cabbage,Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","Leaf Cabbage is the new superfood trendsetter. Full of antioxidants, vitamins and minerals, this cabbage is a real super cabbage. Versatile and, of course, the best Swiss organic quality."
Bio Cauliflower,Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","As a gratin, in a salad or in soup - cauliflower is healthy and delicious. And this one is even better as it comes from BioLand, the organic vegetable farmers with passion, and is Bio Bud certfied."
Broccoletti,Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage",Broccoletti are also known as wild broccoli. They are crisp and fresh with an authentic broccoli taste.
Bio White Cabbage,Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","The white cabbage is better than its reputation: full of vitamins and versatile. But be careful: raw, it has a strong flatulent effect. Blanching or freezing makes it more digestible - and also really good. Directly from the innovative BioLand farmers in the Zurich Unterland, of course, Bio Bud certified."
Chinese cabbage,Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","This Chinese cabbage doesn't come from China. Of course not. It comes from the 'GebrÃ¼der Meier', fresh from the Swiss earth. Incidentally, it's also called Japanese cabbage or Peking cabbage - but no matter what and where it came from, it's healthy and lovely."
Bio Savoy Cabbage,Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","Steamed or as a soup garnish this cabbage tastes wonderful; raw it is less enjoyable. According to ancient remedies its leaves, heated briefly in hot water, ease pain and cramping - and for modern nutrition it contains many important vitamins and minerals."
Bio Broccoli,Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage",What do James Bond and these green clouds have in common? They were invented by Mr. Broccoli. Or bred.
Savoy cabbage,Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","Steamed or as a soup garnish this cabbage tastes wonderful; raw it is less enjoyable. According to ancient remedies its leaves, heated briefly in hot water, ease pain and cramping - and for modern nutrition it contains many important vitamins and minerals."
"Bio Kimchi with Pepperoni raw, 280g",Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","Indulge in the fiery tang of SchÃ¶ni's raw organic Kimchi with Peperoni. Crafted to perfection, this zesty delicacy adds a kick to your culinary adventures. Elevate your taste experience with the bold flavors of premium Bio Kimchi."
"Bio Danmuji, Radish with Turmeric, 160g",Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","Danmuji is a Korean side dish. The pickled radish with turmeric is served with noodle dishes, for example. Due to its sweet and sour taste, Danmuji also fits perfectly as a component in a bowl or salad."
"Bio White Cabbage Sauerkraut Raw, 475g",Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage",Sauerkraut invigorates mind and body - and the raw organic chabis sauerkraut brings life to the palate. Not to mention the vitamins....
"Bio Sauerkraut, 650g",Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","Organic sauerkraut from dennree: The white cabbage contained in the jar is pasteurized and preserved by lactic acid fermentation. Enjoy the classic of German cuisine as a side dish to hearty meat dishes such as bratwurst, Kasseler or roast."
"Red Cabbage, cooked, 500g",Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage",Enjoy SchÃ¶ni's cooked red cabbage. A symphony of sweet and savoury flavours to enhance your meals. Discover the convenience and enjoy the premium quality of organic red cabbage.
"Bio Raw sauerkraut, 250g",Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","Sauerkraut enlivens your tastebuds - and this organic raw sauerkraut is guaranteed to revive body and mind. Not to mention all the vitamins that it contains... Simmer with water or broth and oil for about 30 minutes, and this organic delicacy made by SchÃ¶ni is ready."
"Sauerkraut cooked with Bacon cubes, 500g",Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","Indulge in SchÃ¶ni's cooked sauerkraut with bacon cubes. A mouthwatering symphony of flavors that brings comfort to your plate. Elevate your dishes with this savory delight, embodying the taste of tradition."
"Bio Raw sauerkraut, 500g",Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","Sauerkraut enlivens your tastebuds - and this organic raw sauerkraut in a large 500g pack is guaranteed to revive body and mind. Not to mention all the vitamins that it contains... Simmer with water or broth and oil for about half an hour, and this organic delicacy made by SchÃ¶ni is ready."
"Sauerkraut cooked, 310g",Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","The classics revisited: the Sauerkraut by Spargelhof in Rafz was prepared after the ancient recipe. This sauerkraut gets prepared at a lengthy period in the so-called milk acid fermentation with the help of milk acid bacteria. This method was used by sailors, who took the vitamin-rich sauerkraut in their long voyages. In the farm kitchen, the home products are transformed into the finest culinary creations with love and care."
"BBQ Sauerkraut Chili cooked, 400g",Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","Delight in SchÃ¶ni's cooked BBQ Sauerkraut Chili. A tantalizing fusion of flavors that ignites your taste buds. Elevate your meals with this zesty creation, a testament to culinary excellence. Enjoy the convenience and taste of premium BBQ Sauerkraut Chili."
"Bio Cooked sauerkraut, 250g",Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","Fast food at its best - simmer for 5 minutes and this organic sauerkraut is ready. Full of vitamins with a great taste from natural raw materials grown organically. A real Swiss delicacy from SchÃ¶ni - tastes good, does good, is good."
"Red Cabbage cooked homemade, 380g",Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage",Vitamins for winter: red cabbage home-cooked in the private kitchen of Jucker Farm is a perfect fit for a game feast and spÃ¤tzli (pasta). Jona and Rafz grow the best apples and berries in many different varieties and homemade regional products on the beautiful farms in SeegrÃ¤ben.
"Bio Cooked red cabbage, 250g",Fruits & vegetables,Vegetables,"Cauliflower, broccoli & cabbage","Red cabbage is tasty and healthy, and this cooked organic red cabbage from SchÃ¶ni will even convince cabbage skeptics. Why not try it in the classic Swiss style, with SpÃ¤tzli and a mushroom ragout?"
Bio Celery sticks,Fruits & vegetables,Root vegetables,Celery & beetroot,"Attention allergy sufferers, this vegetable may contain traces of celery! Seriously though, celery is healthy and versatile - which is why it is mixed into many foods as a flavour enhancer. We love it as it is, and this one in particular."
Bio Cicorino Rosso,Fruits & vegetables,Salad,Chicory,"Red cicorino, also known as radiccio, is a typical autumn vegetable. It loses its red colour as well as its bitterness when cooked - if you want to enjoy it raw in salads, you can soak it in warm water to make it less bitter."
Chicory,Fruits & vegetables,Salad,Chicory,"Ever heard of Chicory Schiffli? Pile up the whole leaves, add a little salad dressing on the side, and tuck in. This makes even large and small salad skeptics into vitamin captains. Of course, from the region, from the GebrÃ¼der Meier."
Cicorino Rosso,Fruits & vegetables,Salad,Chicory,"The red cicorino, also known as radicchio, is a typical autumn vegetable. It loses its red color as well as his bitterness when cooked - those who want to enjoy it raw in salads can also just put in warm water to make it less bitter."
Bio Zucchetti green,Fruits & vegetables,Vegetables,"Courgettes, aubergines & peppers","An often underrated vegetable, the zucchini doesn't have a a particularly intense flavour - but those who are in the know, knows how to appreciate it. Zucchini go well in almost any dish and provide a summery taste. The large, yellow flowers are especially nice, and can also be used in a range of culinary delights."
"Aubergine swiss, black",Fruits & vegetables,Vegetables,"Courgettes, aubergines & peppers","Eggplant or aubergine - doesn't matter, it's still just as versatile. Fried or grilled, steamed or stewed: it always tastes delicate and tender. Especially those that come from Walter KÃ¤ppeli - direct and fresh from the Swiss earth."
Bio Red Peppers,Fruits & vegetables,Vegetables,"Courgettes, aubergines & peppers","Whether it's hot peppers or bell peppers, Hans is like Heiri: The colorful fruit vegetable contains vitamins that just make it tingle. Vitamins C, E, beta-carotene and B vitamins are all abundant in crunchy red peppers. Stuffed, fried, raw or cooked: a feast."
Friggitelli,Fruits & vegetables,Vegetables,"Courgettes, aubergines & peppers","Indulge in the vibrant taste of M Tre's Friggitelli. Handpicked for freshness, these sweet Italian peppers elevate any dish with their mild heat. Grown with care, they promise culinary delight."
Peperoni Corno Mix,Fruits & vegetables,Vegetables,"Courgettes, aubergines & peppers","Explore the vibrant flavors of Melanzi Ortonatura's Peperoni Corno Mix. Handpicked for quality, these colorful Italian peppers bring a burst of freshness to your table. Grown with love and care, they're a delightful addition to any meal."
Bio Yellow Peppers,Fruits & vegetables,Vegetables,"Courgettes, aubergines & peppers","Whether it's hot peppers or bell peppers, Hans is like Heiri: The colorful fruit vegetable contains vitamins that just make it tingle. Vitamins C, E, beta-carotene and B vitamins are all abundant in the crunchy yellow peppers. Stuffed, fried, raw or cooked: a feast."
"Bio peperoni Ramiro, long, red",Fruits & vegetables,Vegetables,"Courgettes, aubergines & peppers","Whether you call them bell peppers, sweet peppers or capsicum, these bright vegetables contain so many vitamins it doesn't matter. Vitamin C, E, beta carotin and B vitamins, they are all contained in these crunchy red peppers from Terraviva. Filled, fried, raw or roasted â an absolute feast."
Bio Green peppers,Fruits & vegetables,Vegetables,"Courgettes, aubergines & peppers","Whether you call them bell peppers, sweet peppers or capsicum, these bright vegetables contain so many vitamins it doesn't matter. Vitamin C, E, beta carotin and B vitamins, they are all contained in these crunchy green peppers from Wolf Bio-GemÃ¼se. Filled, fried, raw or roasted - an absolute feast."
Bio Cucumbers,Fruits & vegetables,Vegetables,Cucumbers & avocados,The hedgehog among cucumbers. Nostrano cucumbers are slightly spiky and have more flesh and a higher water content than other cucumbers - and have a more intense taste.
Bio Snack cucumbers,Fruits & vegetables,Vegetables,Cucumbers & avocados,"Small, tasty and crunchy: these mini cucumbers are the perfect snack for health-conscious snackers. Directly from the innovative BioLand farmers in Zurich's Unterland, and Bio Bud certified, of course."
Bio cucumber,Fruits & vegetables,Vegetables,Cucumbers & avocados,"95% water, 5% power. The cucumber is relatively low in energy, but full of vitamins. In any case, these are mostly found in the skin, so we recommend you eat it without peeling. You can really enjoy this Wolf cucumber, as it's 100% organic, certified with the Knospe bud - so no worries about pesticides and harmful chemicals."
Bio Mini cucumbers,Fruits & vegetables,Vegetables,Cucumbers & avocados,"Small, tasty and crisp: mini cucumbers are the perfect snack for health-conscious snackers. Directly from the innovative BioLand farmers in the Zurich Unterland, Bio Bud certified, of course."
"Nostrano cucumber, ca. 250g",Fruits & vegetables,Vegetables,Cucumbers & avocados,The hedgehog among cucumbers. Nostrano cucumbers are slightly spiky and have more flesh and a higher water content than other cucumbers - and have a more intense taste.
"Bio Papaya, small",Fruits & vegetables,Fruits,Exotic fruits,"Organic papaya from Spain: taste sweet, together with lemon juice and sugar or ginger even intensifies their flavor. The seeds of papaya are also edible and very healthy, they have a spicy flavor and somewhat reminiscent of nasturtium."
Bio Kiwi,Fruits & vegetables,Fruits,Exotic fruits,The furry fruit is a source of vitamins without equal: a kiwi a day covers the vitamin C requirement of an adult - and it provides enough vitamins A and K to keep you happy and healthy through the winter.
"Bio Pineapple ""Extra Sweet"" Fairtrade",Fruits & vegetables,Fruits,Exotic fruits,"Pineapples are fun! They keep the digestive system active, the body healthy and pamper the palate. Unfortunately, these vitamin bombs do not grow on our turf, so we import (yes! import!) them from their native South America - and thus make a valuable contribution to a fair and sustainable organic agriculture in Costa Rica. Well? Pineapple!"
Bio Ginger,Fruits & vegetables,Fruits,Exotic fruits,"Ginger should be in every kitchen. Its sharp lemony touch makes it a popular spice. Thanks to its versatile health benefits, it is known as a home remedy for nausea and for enhancing the immune system. Normally only the root is used - its flowers are less known, but are beautiful to look at."
Bio Aloe Vera,Fruits & vegetables,Fruits,Exotic fruits,"Aloe Vera is a versatile healing plant. It is edible and can be consumed as a juice or used as an incredible crÃ¨me ingredient. The Aloe Vera supports the immune system, drops the blood glucose levels, and improves the blood serum. The allrounder as it should be, naturally in bio quality."
Bio Almonds with peel,Fruits & vegetables,Fruits,Exotic fruits,"Hard shell soft and high-quality, aromatic core - this definitely applies to the almonds with shell of El Tamiso. The fine nut enjoyment must first be earned and the crackling cracked. But the work is worth it anyway."
Bio Hazelnuts,Fruits & vegetables,Fruits,Exotic fruits,The organic hazelnuts from Pro Natura require hand-crafting before they are consumed - first the hard shells have to be cracked before the tasty nuts are added. The work is definitely worth it and the healthy ingredients of the little nut definitely have it in them.
Bio Curly leaf Parsley,Fruits & vegetables,Fresh herbs & spices,Fresh herbs,Curly parsley is the herb par excellence - no SchniPo or fish crisp without a parsley garnish.
Bio Lemon Grass,Fruits & vegetables,Fresh herbs & spices,Fresh herbs,"Lemon grass made its way into the Swiss kitchen by way of Asian cuisine, primarily. And now that it's here, we can't imagine life without it. With its bitter freshness, it lends a summery note to sauces, soups, pasta or fish dishes."
Bio Spring onions,Fruits & vegetables,Fresh herbs & spices,"Garlic, onions & shallots","Fresh, fresher, spring onions! They pep up any dish, and give you the nice feeling of both eating and doing something good. That's because they come from the organic farmers at Steinmaur, the organic vegetable farmers with passion, and are Bio Bud certfied."
"Bio Onions, 500g, medium",Fruits & vegetables,Fresh herbs & spices,"Garlic, onions & shallots","Keep a sip of cold water in your mouth, hold a match between your teeth or simply don't breathe through your nose... There are lots of tricks to stop onions from making you cry. These onions definitely won't though, thanks to their origin - they originate from the organic farmers at BioLand in Steinmaur, the organic vegetable farmers with passion, and are Bio Bud certfied."
Onions,Fruits & vegetables,Fresh herbs & spices,"Garlic, onions & shallots","Keep a sip of cold water in your mouth, hold a match between your teeth or simply don't breathe through your nose... There are lots of tricks to stop onions from making you cry."
Swiss Bio Garlic,Fruits & vegetables,Fresh herbs & spices,"Garlic, onions & shallots","Garlic is well known for warding off vampires, unwanted lovers and other inconveniences. The powerful tuber also has antibiotic effects. This garlic from BioLand is Bio Bud certified. Those who love it should appreciate it in a fine dish of spaghetti aglio e olio: garlic, olive oil, oregano and a little freshly grated Parmesan cheese. That's it."
Shallottes,Fruits & vegetables,Fresh herbs & spices,"Garlic, onions & shallots","Keep a sip of cold water in your mouth, hold a match between your teeth or simply don't breathe through your nose... There are lots of tricks to stop onions from making you cry."
Melon Gialetto from Sicily,Fruits & vegetables,Fruits,Melons & watermelons,Product description follows soon.
Bio watermelon baby,Fruits & vegetables,Fruits,Melons & watermelons,"Refreshing watermelon in a handy format: these gorgeous watermelons are really sweet, fresh and naturally organic. Guaranteed."
Bio Mushrooms brown,Fruits & vegetables,Vegetables,Mushrooms,"The French mushroom is the most popular mushroom in our corner of the world. This brown, creamy-coloured mushroom has a stronger aroma than its white brother. Tip: don't wash them, but wipe them off with paper towels."
Bio Shiitake Mushrooms,Fruits & vegetables,Vegetables,Mushrooms,"These healthful shiitake mushrooms are used in Asian medicine against a whole range of illnesses and Western science is beginning to harness their powers. They taste flavoursome and firm. Tip: don't wash them, but wipe them off with paper towels."
Mushrooms brown,Fruits & vegetables,Vegetables,Mushrooms,"The Frenchman: The mushroom is the most popular mushroom in our latitudes. The brown, Cream Champignon slightly stronger in flavor than its white brother. Tip: Do not wash, but clean with kitchen paper. Just enjoy cooked, grilled, lightly sautÃ©ed or raw!"
Bio King Trumpet Mushrooms,Fruits & vegetables,Vegetables,Mushrooms,"These king trumpet mushrooms have a fine and strong flavor and are just beautiful to look at. In both look and taste they resemble the porcini. You can eat both the cap and stalk, and even cooked it remains nicely al dente."
Bio Oyster Mushrooms,Fruits & vegetables,Vegetables,Mushrooms,"The flavoursome oyster mushroom, also known as pleurotus is nutritious and tasty. Tip: don't wash them, but wipe them off with paper towels. With these organic mushrooms from Patrick Romanens you don't need to worry about chemical additives or contaminants. Just enjoy them cooked, grilled or slightly sautÃ©ed!"
Bio Mushrooms white,Fruits & vegetables,Vegetables,Mushrooms,"The French mushroom is the most popular mushroom in our corner of the world. This white mushroom looks nobler and a little milder than his cream-coloured brother. Tip: don't wash them, but wipe them off with paper towels. With these organic mushrooms from Patrick Romanens you don't need to worry about chemical additives or contaminants. Just enjoy them cooked, grilled, slightly sautÃ©ed or raw!"
"Oyster mushrooms, 200g",Fruits & vegetables,Vegetables,Mushrooms,"The flavoursome oyster mushroom, also known as pleurotus is nutritious and tasty. Tip: don't wash them, but wipe them off with paper towels. Just enjoy them cooked, grilled or slightly sautÃ©ed!"
"Bio Mixed mushrooms, 250g",Fruits & vegetables,Vegetables,Mushrooms,"One pan of fried mushrooms please! This mix consists of classic mushrooms, tasty oyster mushrooms, delicate king trumpet mushrooms and healthful shiitake mushrooms. Tip: don't wash mushrooms, but wipe them off with paper towels. With these organic mushrooms from Patrick Romanens you don't need to worry about chemical additives or contaminants. Just enjoy them cooked, grilled or slightly sautÃ©ed!"
"Shii-Take, 200g",Fruits & vegetables,Vegetables,Mushrooms,"The shiitake is also called the ""fragrant mushroom"". Its intense flavor makes it a perfect companion for many dishes. It should not be washed, otherwise it absorbs water and loses flavor."
"King oyster mushroom, 200g",Fruits & vegetables,Vegetables,Mushrooms,"The fine King oyster mushrooms or Eryngii are among the favorites of many mushroom gourmets, because their taste is reminiscent of the ""King of Mushrooms"", the porcini. In contrast to this, they are available all year round."
"Mixed Mushrooms, 200g",Fruits & vegetables,Vegetables,Mushrooms,"Let us surprise you and discover new mushroom varieties with our mixed mushroom box! The suitable composition of the mushrooms takes over by our mushroom specialist, so you don't have to make a descision only for one variety."
"Bio Dried morels, 20g",Fruits & vegetables,Vegetables,Mushrooms,The noble morels from Terra Verde are exquisite dried morel hats from controlled organic wild collection.
"Bio Dried porcini mushrooms, 20g",Fruits & vegetables,Vegetables,Mushrooms,"The wonderful funghi porcini from Terra Verde are fine dried ceps from controlled organic wild collection. Before serving, soak the mushrooms in milk, lukewarm water - or Sherry - for about 20 minutes, then allow to dry. Our recipe tip? Risotto ai funghi porcini, of course!"
"Porcini Mushrooms dried, 50g",Fruits & vegetables,Vegetables,Mushrooms,Product description follows soon.
"Morels dried, 30g",Fruits & vegetables,Vegetables,Mushrooms,Noble and valuable: the morels dried by Pilzhandel Hugo Dubno enchant with an exquisite aroma.
"Green asparagus, 1st class, 500g",Fruits & vegetables,Vegetables,Other vegetables,"When the asparagus season begins, our hearts jump with spring joy. And with this asparagus they have every reason to. This BioLand green asparagus from the Zurich Unterland is BioSuisse certified - and our taste buds certify it delicious!"
"White asparagus, 500g",Fruits & vegetables,Vegetables,Other vegetables,"When the asparagus season begins, our hearts jump with spring joy. And with this asparagus they have every reason to. This Armel Perrion white asparagus from the beautiful Wallis region is Bio Bud certified - and our taste buds certify it delicious!"
"Asparagus white, peeled, 350g",Fruits & vegetables,Vegetables,Other vegetables,"Peeling asparagus is a lengthy process. That is why the white asparagus, already peeled, comes from the Spargelhof in Rafz. Delicate, tender and aromatic - And of course grown with care, harvested and processed."
Carciofini,Fruits & vegetables,Vegetables,Other vegetables,"A wonder of nature: Miniature fresh artichokes are not just beautiful and delicate, they are also extremely healthy."
Peas,Fruits & vegetables,Vegetables,Other vegetables,Fine pea pods fresh from sunny Italy there for you.
Peas,Fruits & vegetables,Vegetables,Other vegetables,"The sugar pea belongs to the peas. The young sugar peas can be eaten with the pod and eaten either raw or cooked. The pleasant sweetness of the sugar pea makes it especially tasty. However, you should not cook them too long, otherwise they will lose their taste and become soggy."
Fine spinach,Fruits & vegetables,Vegetables,Other vegetables,"The bad news first - once cooked, spinach should no longer be re-heated. But anyway, you can also enjoy this fine spinach raw. Or lightly sautÃ©ed with a clove of garlic and served with potatoes, pasta or tofu. Actually, just about anything."
